Category,Sub Category,Product_id,Product_name,Price,Rating_value,Rating_count,Frequently_bought_together
Sách tiếng Việt ,Sách văn học,344788,Bất Cứ Điều Gì Em Muốn,51750,4.5,21,338910;515886;361666;
Sách văn học,Tiểu sử - Hồi ký,715858,José Mourinho - Up Close And Personal,141600,4.4,23,745726;885372;1059886;958080;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",1199401,Bad Luck (Tập 1),78000,4.5,20,1210031;1310631;996815;1355415;
Sách văn học,Truyện ngắn - Tản văn,3954355,Yêu Những Điều Không Hoàn Hảo,102860,4.8,12,None
Sách văn học,Truyện trinh thám,1954013,Người Gác Đêm,123750,3.9,7,1954115;1954187;2047287;997549;
Bút - Viết các loại,Bút Bi - Ruột Bút Bi,174019,Vỉ 2 Bút Bi Thiên Long TL031,15000,4.8,5,None
Văn phòng phẩm - Quà lưu niệm,Dụng Cụ Văn Phòng,466113,Cốc Cắm Bút 9172 Deli,32000,4.7,17,None
Sách tiếng Việt ,Sách kỹ năng - Sống đẹp,418708,Món Quà Của Sự Không Hoàn Hảo,68000,4.4,15,421865;414694;532527;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,5143339,999 Lá Thư Gửi Cho Chính Mình – Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất,73000,4.6,22,None
Sách thiếu nhi ,Truyện tranh Ehon,860768,Ehon Nhật Bản - Bé Gái Đi Toilet,37500,4.7,3,860774;860772;1060870;860770;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414715,Thám Tử Lừng Danh Conan Tập 8 (Tái Bản 2014),16020,4.8,11,414706;414726;414722;414880;
Sách Văn Hoá - Du Lịch,Sách Văn hóa - Du lịch ,986090,Nước Đức Trong Lòng Bàn Tay,59000,4.8,11,None
Sách tiếng Việt ,Sách kinh tế,486636,100 Quy Luật Bất Biến Để Thành Công Trong Kinh Doanh (Tái Bản 2016),59860,4.4,3,545969;545977;494080;
Sách văn học,Truyện trinh thám,1943923,Mùa Thu Của Mèo Holmes,60520,3.9,14,1933773;1954247;1744345;2004227;
Văn học nước ngoài,Tiểu thuyết ,1021663,Thủy Hử (Trọn Bộ 2 Tập),240000,4.7,14,869063;1287217;860199;1338935;
Sách tiếng Việt ,Sách thiếu nhi ,434868,Cuốn Sách Lớn Đầu Tiên Của Tớ - Đại Dương,84000,4.7,14,434867;434866;434863;434865;
Sách tiếng Việt ,Sách thiếu nhi ,373288,Bé Tập Tô Màu ( Túi 8 Cuốn),44800,4.8,8,450735;373765;374975;
Sách tiếng Việt ,Sách văn học,471328,Chuông Nguyện Hồn Ai,96000,4.2,24,565620;471332;493004;446984;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1732777,Sống Đơn Giản Cho Mình Thanh Thản,43000,4,6,1732771;1662793;1747365;1822067;
Sách kinh tế,Sách kỹ năng làm việc,1747367,24 Bài Học Sống Còn Để Đầu Tư Thành Công Trên Thị Trường Chứng Khoán,74000,4,1,1826115;1738465;1738453;1747357;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",718363,One Punch Man – Tập 9,17800,4.9,8,814920;752050;689034;655743;
Sách tiếng Việt ,Sách văn học,487703,Như Hoa Như Sương Lại Như Gió (Tập 1),82600,4.8,16,487705;535865;532728;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414739,Thám Tử Lừng Danh Conan Tập 5 (Tái Bản 2014),16020,4.5,13,414745;414706;414726;414715;
Sách tiếng Việt ,Sách văn học,361862,Ai Đó Dõi Theo Em,82500,4.1,38,None
Sách văn học,Du ký,587908,Gái Phượt,50370,4.8,15,599920;565422;540994;643674;
Sách tiếng Việt ,Sách văn học,459667,Combo Đảo Giấu Vàng + Hai Vạn Dặm Dưới Đáy Biển + Trên Sa mạc và Trong Rừng Thẳm,192000,4.4,20,459659;459647;459698;
Sách tiếng Việt ,Sách văn học,442775,Đảo Giấu Vàng (Đinh Tị),51000,4.4,22,471332;483998;471328;
Sách tiếng Việt ,Điện Ảnh - Nhạc - Họa,452895,Sắc Màu An Nhiên (Sách Tô Màu Dành Cho Người Lớn),79920,4.6,20,452899;467880;467889;452384;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414878,Thám Tử Lừng Danh Conan Tập 40 (Tái Bản 2014),16020,4.9,11,414739;414847;414889;414929;
Sách tiếng Việt ,Sách văn học,524255,Đỏ Trỗi Dậy,90000,4.8,14,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",348332,Nhóc Miko: Cô Bé Nhí Nhảnh - Tập 15,18000,5,13,349590;350196;350488;
Sách tiếng Việt ,Sách kinh tế,834154,Tối Ưu Hóa Tỷ Lệ Chuyển Đổi - Để Gia Tăng Doanh Thu Và Lợi Nhuận Từ Website,75000,4.3,10,558546;573011;575176;569636;
Sách tiếng Việt ,Sách thiếu nhi ,580910,Song Ngữ Việt - Anh Cho Bé (1+) - Gia Đình Ấm Áp,34500,5,6,580791;453946;518802;
Sách tiếng Việt ,Sách kinh tế,419129,Thuật Ủy Quyền Và Giám Sát,41000,5,5,527875;515857;549089;380701;
Sách tiếng Việt ,Sách thiếu nhi ,413162,Gieo Mầm Tính Cách - Thật Thà,22400,4.4,9,426823;412732;434242;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,3494975,13 Điều Người Có Tinh Thần Thép Không Làm,83300,5,3,None
Sách tiếng Việt ,Sách Y Học,1453829,150 ECG Problems (Ấn Bản Lần 4),159200,5,2,1453821;1453831;1453823;
Sách tiếng Việt ,Sách Tôn Giáo - Tâm Linh,1051176,Huyền Thuật Và Các Đạo Sĩ Tây Tạng,64800,5,1,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3583557,Chú Thoòng - Tập 23,13350,0,0,None
Văn học Việt Nam,Truyện ngắn – Tản văn ,938522,Cho Những Ngày Không Nhau Mà Vẫn Đau,64500,3.4,15,963270;568846;895230;951270;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,3642133,Tại Sao Chúng Ta Không Hạnh Phúc (Tặng Kèm Chữ Ký Tác Giả),81000,4.8,4,None
